Product_ID,Product_Type,Material,Color,Sales_Data,Return_Rate,Production_Data,Season,Gender,Season_Demand_Spike,Date,Age,Customer_Feedback
P0146,Shorts,Cotton,Red,81,0.3,181,Summer,Unisex,1.01,2023-08-26,11,Excellent stitching and finish.
P0044,Leggings,Fleece,White,361,0.03,515,Winter,Male,1.4,2024-01-15,13,The fabric is soft and comfortable.
P0069,Jacket,Polyester,Grey,100,0.1,220,Spring,Male,1.2,2023-04-06,4,Great color but the stitching could be better.
P0196,Dress,Cotton,Red,6,0.03,153,Spring,Male,1.31,2024-03-05,15,Great color but the stitching could be better.
P0237,Sweatpants,Cotton,Pink,234,0.02,429,Winter,Female,1.24,2024-02-14,15,Excellent stitching and finish.
P0215,Dress,Cotton,Grey,40,0.28,164,Spring,Male,1.31,2024-03-22,10,The fabric is soft and comfortable.
P0270,Shorts,Polyester,Red,190,0.21,354,Winter,Unisex,1.09,2023-01-16,8,The color is vibrant and attractive.
P0089,Jacket,Polyester,Yellow,309,0.05,346,Spring,Female,1.33,2023-04-03,12,Zipper broke after one use.
P0076,Dress,Fleece,Blue,255,0.17,415,Summer,Male,1.3,2023-07-30,12,The stitching quality could be better.
P0007,Shorts,Spandex,Black,324,0.08,377,Fall,Unisex,1.18,2023-10-17,9,The color is vibrant and attractive.
P0154,Jacket,Fleece,Blue,230,0.33,325,Winter,Female,1.09,2024-02-03,12,My kid loves wearing this every day.
P0148,T-Shirt,Fleece,Grey,54,0.14,242,Summer,Female,1.0,2023-07-02,14,The color is vibrant and attractive.
P0268,Hoodie,Wool,Yellow,414,0.18,531,Winter,Female,1.32,2023-02-02,9,The product arrived damaged.
P0129,Leggings,Polyester,Green,42,0.08,158,Fall,Male,1.48,2024-09-30,12,Size runs smaller than expected.
P0036,Sweatpants,Polyester,Pink,242,0.28,358,Spring,Unisex,1.07,2023-04-13,8,"It's okay, nothing special."
P0045,Dress,Wool,White,297,0.17,439,Summer,Female,1.35,2023-06-26,11,"It's okay, nothing special."
P0087,Hoodie,Spandex,White,179,0.11,267,Spring,Female,1.42,2024-03-31,6,Feels breathable and light.
P0040,Dress,Wool,Green,63,0.31,199,Summer,Female,1.39,2023-08-13,14,My kid loves wearing this every day.
P0172,Dress,Fleece,Yellow,222,0.11,379,Summer,Female,1.05,2024-08-09,11,My kid loves wearing this every day.
P0006,Jacket,Polyester,Black,81,0.11,250,Summer,Female,1.1,2024-07-02,15,Size runs smaller than expected.
P0071,Sweatpants,Spandex,Red,95,0.18,264,Fall,Unisex,1.43,2023-10-15,11,The fabric is soft and comfortable.
P0265,Sweatpants,Polyester,Blue,177,0.14,238,Fall,Male,1.1,2024-10-30,11,Great color but the stitching could be better.
P0174,Jacket,Spandex,Pink,202,0.02,357,Fall,Female,1.44,2024-10-02,7,Feels breathable and light.
P0090,T-Shirt,Wool,Black,150,0.21,323,Summer,Female,1.09,2023-08-29,9,Fabric feels rough and uncomfortable.
P0009,Dress,Cotton,White,32,0.1,211,Spring,Unisex,1.31,2024-05-03,4,Excellent stitching and finish.
P0219,T-Shirt,Polyester,Grey,107,0.25,265,Fall,Unisex,1.06,2024-10-25,6,Loved the design and comfort.
P0151,Jacket,Wool,Black,247,0.03,392,Fall,Male,1.18,2023-10-10,7,The color is vibrant and attractive.
P0193,T-Shirt,Spandex,Grey,115,0.13,280,Fall,Female,1.26,2024-10-29,6,Color fades after a few washes.
P0213,Dress,Wool,Green,221,0.12,414,Fall,Female,1.23,2024-11-26,14,Size runs smaller than expected.
P0284,Dress,Cotton,Pink,157,0.13,200,Fall,Female,1.25,2024-11-05,7,The stitching quality could be better.
P0266,Hoodie,Spandex,Red,157,0.31,258,Spring,Male,1.21,2023-03-03,5,Excellent stitching and finish.
P0086,Leggings,Cotton,Red,314,0.25,381,Summer,Female,1.49,2024-06-13,8,Excellent stitching and finish.
P0233,Shorts,Spandex,Yellow,82,0.21,166,Winter,Female,1.5,2023-01-21,5,"Comfortable fabric, however the color fades quickly."
P0211,Dress,Wool,Red,350,0.18,442,Winter,Male,1.43,2023-12-12,7,The fabric is soft and comfortable.
P0228,Hoodie,Wool,White,67,0.25,93,Summer,Male,1.36,2023-08-05,11,Excellent stitching and finish.
P0226,Shorts,Fleece,Red,253,0.33,354,Winter,Female,1.41,2024-02-19,5,The stitching quality could be better.
P0281,Jacket,Fleece,Green,198,0.1,322,Spring,Female,1.08,2024-03-06,6,Size runs smaller than expected.
P0295,Shorts,Polyester,Blue,164,0.06,340,Fall,Male,1.33,2024-09-21,13,Size runs smaller than expected.
P0261,Shorts,Spandex,Yellow,64,0.13,127,Winter,Male,1.1,2023-12-03,6,Feels breathable and light.
P0024,Sweatpants,Wool,White,23,0.08,191,Summer,Female,1.1,2024-08-09,11,Excellent stitching and finish.
P0087,Shorts,Spandex,Grey,227,0.06,265,Winter,Male,1.48,2024-02-14,14,Color fades after a few washes.
P0166,Dress,Cotton,Black,88,0.03,187,Summer,Male,1.12,2024-08-07,8,Loved the design and comfort.
P0234,T-Shirt,Polyester,Yellow,180,0.3,366,Winter,Male,1.43,2024-12-17,12,The color is vibrant and attractive.
P0227,T-Shirt,Wool,Yellow,232,0.11,375,Summer,Male,1.16,2023-07-30,15,The stitching quality could be better.
P0206,Dress,Fleece,Red,29,0.15,140,Spring,Male,1.48,2024-04-30,7,Nice design but size mismatch was an issue.
P0298,Jacket,Spandex,Blue,299,0.08,399,Fall,Unisex,1.19,2024-11-20,7,The product arrived damaged.
P0252,T-Shirt,Spandex,Green,218,0.11,358,Spring,Unisex,1.13,2024-03-04,4,My kid loves wearing this every day.
P0105,Dress,Fleece,Grey,261,0.24,387,Spring,Female,1.36,2023-04-03,9,The stitching quality could be better.
P0274,Sweatpants,Polyester,Black,23,0.32,172,Summer,Female,1.17,2023-06-25,3,"It's okay, nothing special."
P0016,Jacket,Spandex,White,96,0.29,194,Spring,Unisex,1.45,2023-03-31,13,Color fades after a few washes.
P0155,Shorts,Spandex,Red,315,0.07,394,Spring,Female,1.38,2023-04-26,14,Perfect fit and great quality.
P0215,Sweatpants,Cotton,Yellow,160,0.19,332,Fall,Male,1.18,2024-09-05,8,Feels breathable and light.
P0276,Sweatpants,Fleece,Red,169,0.2,263,Winter,Female,1.41,2024-01-12,3,Nice design but size mismatch was an issue.
P0084,Hoodie,Fleece,Black,267,0.17,434,Fall,Male,1.47,2024-11-05,14,Zipper broke after one use.
P0076,Dress,Cotton,Grey,413,0.26,459,Summer,Male,1.14,2024-07-05,9,Perfect fit and great quality.
P0003,Sweatpants,Wool,Black,192,0.28,251,Fall,Male,1.24,2024-11-10,14,Average quality for the price.
P0271,Leggings,Cotton,Blue,184,0.07,313,Winter,Unisex,1.1,2024-01-24,4,Fabric feels rough and uncomfortable.
P0073,Dress,Spandex,Blue,82,0.12,166,Winter,Male,1.2,2023-12-03,11,The color is vibrant and attractive.
P0024,T-Shirt,Wool,Red,173,0.07,215,Fall,Male,1.45,2024-09-05,5,Feels breathable and light.
P0022,Sweatpants,Cotton,White,322,0.34,428,Winter,Unisex,1.08,2023-02-01,6,"It's okay, nothing special."
P0266,Shorts,Cotton,Grey,158,0.25,309,Summer,Female,1.18,2023-06-13,12,The fabric is soft and comfortable.
P0213,Leggings,Fleece,Black,55,0.23,203,Fall,Unisex,1.1,2023-11-03,11,Loved the design and comfort.
P0010,Sweatpants,Fleece,Pink,106,0.18,286,Summer,Male,1.07,2024-08-01,7,Average quality for the price.
P0142,T-Shirt,Cotton,Yellow,383,0.16,546,Summer,Male,1.15,2024-07-06,5,Perfect fit and great quality.
P0058,Shorts,Spandex,Yellow,319,0.35,350,Spring,Male,1.24,2023-04-23,14,Size runs smaller than expected.
P0201,Jacket,Cotton,Red,380,0.06,576,Summer,Male,1.19,2024-06-27,6,The product arrived damaged.
P0062,Sweatpants,Cotton,Green,237,0.07,362,Spring,Male,1.42,2024-03-07,8,Average quality for the price.
P0144,Hoodie,Fleece,Pink,331,0.28,412,Fall,Female,1.25,2024-09-01,10,"It's okay, nothing special."
P0130,Hoodie,Spandex,Grey,44,0.31,238,Winter,Male,1.21,2023-01-07,11,Excellent stitching and finish.
P0152,Dress,Fleece,Black,263,0.03,377,Summer,Unisex,1.33,2023-06-16,10,The product arrived damaged.
P0209,Leggings,Cotton,Blue,260,0.3,295,Summer,Male,1.22,2023-06-09,12,The fabric is soft and comfortable.
P0005,Jacket,Spandex,Black,126,0.25,302,Summer,Female,1.05,2024-08-06,8,My kid loves wearing this every day.
P0031,Jacket,Spandex,Yellow,308,0.18,361,Fall,Female,1.09,2024-10-26,4,My kid loves wearing this every day.
P0151,Jacket,Wool,Pink,240,0.23,308,Spring,Unisex,1.34,2023-05-17,14,Feels breathable and light.
P0182,Jacket,Wool,Black,52,0.1,248,Spring,Male,1.28,2024-05-28,11,Average quality for the price.
P0189,Dress,Polyester,Red,33,0.26,110,Fall,Female,1.1,2023-09-06,13,Color fades after a few washes.
P0262,Leggings,Fleece,Blue,15,0.1,143,Winter,Unisex,1.01,2023-12-27,12,Average quality for the price.
P0128,Leggings,Polyester,Black,191,0.2,364,Winter,Female,1.14,2024-12-30,15,The fabric is soft and comfortable.
P0066,Jacket,Wool,Red,16,0.27,170,Winter,Female,1.45,2024-01-26,3,Fabric feels rough and uncomfortable.
P0271,Sweatpants,Polyester,Blue,176,0.22,285,Spring,Female,1.19,2023-05-13,15,Decent but could be better.
P0249,Dress,Fleece,Green,18,0.31,167,Winter,Female,1.47,2023-02-21,4,Perfect fit and great quality.
P0199,Jacket,Fleece,Yellow,151,0.2,183,Summer,Unisex,1.39,2024-07-31,9,The color is vibrant and attractive.
P0214,Sweatpants,Cotton,Grey,119,0.34,249,Summer,Unisex,1.24,2024-08-05,11,The fabric is soft and comfortable.
P0177,Sweatpants,Spandex,Green,339,0.03,420,Summer,Unisex,1.5,2024-08-25,12,Decent but could be better.
P0281,Jacket,Fleece,Pink,191,0.18,336,Summer,Unisex,1.15,2024-07-20,7,The color is vibrant and attractive.
P0285,Leggings,Wool,Grey,339,0.27,497,Spring,Unisex,1.25,2024-04-06,9,My kid loves wearing this every day.
P0223,T-Shirt,Polyester,Blue,300,0.06,406,Fall,Female,1.49,2023-09-10,10,Loved the design and comfort.
P0268,Dress,Polyester,White,162,0.16,228,Spring,Female,1.39,2023-04-08,15,Perfect fit and great quality.
P0098,Dress,Spandex,Blue,16,0.08,137,Summer,Male,1.16,2023-06-08,13,Loved the design and comfort.
P0003,T-Shirt,Polyester,Black,150,0.32,265,Winter,Unisex,1.23,2023-02-20,7,Nice design but size mismatch was an issue.
P0239,Sweatpants,Fleece,Blue,52,0.15,171,Fall,Unisex,1.47,2023-11-09,7,"It's okay, nothing special."
P0018,Dress,Polyester,Blue,130,0.23,270,Summer,Female,1.17,2023-08-11,15,The fabric is soft and comfortable.
P0265,Dress,Spandex,Grey,306,0.34,488,Fall,Male,1.1,2023-11-26,12,Nice design but size mismatch was an issue.
P0241,Jacket,Cotton,Yellow,305,0.16,371,Fall,Female,1.21,2024-10-21,10,Size runs smaller than expected.
P0153,Jacket,Fleece,Black,277,0.24,319,Winter,Female,1.04,2023-01-12,7,Decent but could be better.
P0078,T-Shirt,Spandex,Green,354,0.24,380,Summer,Female,1.16,2023-08-28,6,The stitching quality could be better.
P0292,Sweatpants,Wool,Yellow,196,0.3,243,Fall,Male,1.11,2024-09-15,4,Average quality for the price.
P0287,Leggings,Wool,Green,102,0.11,122,Summer,Unisex,1.16,2024-08-05,12,Great color but the stitching could be better.
P0190,Sweatpants,Spandex,Green,99,0.34,247,Winter,Male,1.05,2023-01-05,12,Feels breathable and light.
P0126,Shorts,Cotton,Grey,171,0.29,351,Fall,Female,1.24,2024-09-22,11,Perfect fit and great quality.
P0221,Leggings,Polyester,Grey,230,0.34,355,Summer,Unisex,1.25,2023-06-06,7,Nice design but size mismatch was an issue.
P0149,Dress,Cotton,Black,236,0.22,324,Fall,Female,1.35,2023-09-11,15,Loved the design and comfort.
P0084,Hoodie,Fleece,Blue,17,0.2,214,Fall,Male,1.38,2024-11-03,14,Perfect fit and great quality.
P0162,Dress,Wool,Blue,96,0.31,165,Winter,Male,1.17,2023-01-14,10,The color is vibrant and attractive.
P0101,Shorts,Fleece,Blue,36,0.25,72,Spring,Female,1.35,2024-05-23,5,The color is vibrant and attractive.
P0045,Dress,Spandex,Green,238,0.1,403,Winter,Male,1.14,2023-02-16,9,Decent but could be better.
P0299,Leggings,Cotton,White,48,0.29,156,Summer,Female,1.04,2024-06-12,3,The color is vibrant and attractive.
P0021,Jacket,Polyester,Green,345,0.25,374,Fall,Female,1.42,2023-10-28,11,The color is vibrant and attractive.
P0147,Leggings,Spandex,Red,61,0.27,192,Fall,Female,1.31,2023-10-05,15,The color is vibrant and attractive.
P0274,Sweatpants,Fleece,White,118,0.11,255,Fall,Male,1.45,2023-11-19,4,Great color but the stitching could be better.
P0241,Sweatpants,Polyester,Blue,294,0.32,338,Fall,Male,1.0,2024-09-14,14,Zipper broke after one use.
P0018,Shorts,Spandex,Pink,130,0.15,180,Spring,Female,1.2,2023-04-02,7,Decent but could be better.
P0086,Dress,Spandex,Pink,47,0.19,190,Spring,Female,1.4,2023-03-22,5,The fabric is soft and comfortable.
P0131,T-Shirt,Spandex,Blue,91,0.12,204,Summer,Female,1.42,2024-07-25,8,Feels breathable and light.
P0178,Leggings,Cotton,Blue,190,0.11,347,Fall,Female,1.09,2023-11-25,4,Excellent stitching and finish.
P0201,Shorts,Polyester,White,307,0.3,490,Fall,Unisex,1.12,2024-09-08,15,The color is vibrant and attractive.
P0025,Shorts,Wool,Grey,207,0.15,290,Winter,Male,1.03,2023-01-03,4,Perfect fit and great quality.
P0126,Dress,Cotton,Black,191,0.04,328,Fall,Female,1.45,2023-11-23,6,Feels breathable and light.
P0010,Dress,Fleece,Green,258,0.29,446,Summer,Male,1.5,2023-07-02,3,The stitching quality could be better.
P0108,Leggings,Wool,Yellow,302,0.06,348,Summer,Unisex,1.42,2023-06-14,5,The product arrived damaged.
P0264,Hoodie,Spandex,Yellow,92,0.26,171,Winter,Female,1.49,2024-12-01,3,Decent but could be better.
P0011,Shorts,Wool,Red,246,0.07,336,Summer,Female,1.07,2023-06-05,12,Perfect fit and great quality.
P0174,T-Shirt,Wool,Black,162,0.2,292,Winter,Female,1.07,2024-12-09,9,The product arrived damaged.
P0105,Shorts,Fleece,Pink,335,0.35,409,Spring,Male,1.14,2024-03-03,3,The fabric is soft and comfortable.
P0240,Hoodie,Polyester,Red,293,0.11,346,Spring,Unisex,1.26,2024-05-30,13,"Comfortable fabric, however the color fades quickly."
P0250,T-Shirt,Spandex,Grey,279,0.12,308,Winter,Unisex,1.44,2023-02-13,9,Excellent stitching and finish.
P0061,Leggings,Spandex,Blue,292,0.28,369,Summer,Unisex,1.45,2024-07-07,13,Zipper broke after one use.
P0145,Dress,Fleece,Blue,209,0.28,371,Spring,Male,1.26,2023-04-05,8,"It's okay, nothing special."
P0200,Sweatpants,Cotton,Blue,42,0.19,170,Winter,Unisex,1.03,2023-12-10,3,Feels breathable and light.
P0288,T-Shirt,Polyester,Green,15,0.13,162,Winter,Male,1.14,2024-02-13,5,Loved the design and comfort.
P0058,Leggings,Wool,Red,247,0.17,422,Fall,Female,1.33,2023-10-30,10,Zipper broke after one use.
P0082,Jacket,Cotton,Pink,11,0.25,142,Summer,Unisex,1.33,2023-08-20,8,Nice design but size mismatch was an issue.
P0004,Sweatpants,Wool,Black,376,0.09,473,Winter,Unisex,1.22,2024-01-08,15,The color is vibrant and attractive.
P0030,Dress,Spandex,Green,29,0.33,146,Fall,Male,1.38,2024-10-17,5,My kid loves wearing this every day.
P0033,Hoodie,Wool,Blue,219,0.14,384,Fall,Unisex,1.06,2024-09-24,14,The fabric is soft and comfortable.
P0296,Hoodie,Wool,Grey,315,0.29,491,Winter,Female,1.35,2024-02-01,12,The color is vibrant and attractive.
P0093,Jacket,Polyester,Yellow,236,0.19,408,Winter,Female,1.02,2023-01-03,10,Loved the design and comfort.
P0071,Shorts,Wool,Blue,262,0.1,372,Summer,Female,1.07,2024-07-01,9,Feels breathable and light.
P0249,Dress,Spandex,Grey,260,0.31,348,Winter,Male,1.38,2023-01-07,3,Nice design but size mismatch was an issue.
P0206,T-Shirt,Polyester,Red,130,0.15,202,Winter,Male,1.22,2024-02-07,8,The color is vibrant and attractive.
P0123,Sweatpants,Cotton,Pink,143,0.13,305,Winter,Male,1.07,2023-02-15,12,Zipper broke after one use.
P0045,Shorts,Wool,Black,431,0.26,558,Winter,Unisex,1.42,2023-01-09,8,Loved the design and comfort.
P0006,Dress,Fleece,Red,18,0.14,53,Summer,Male,1.11,2024-08-29,4,Great color but the stitching could be better.
P0122,Shorts,Cotton,Green,298,0.12,415,Winter,Male,1.09,2024-01-09,13,Feels breathable and light.
P0174,Jacket,Fleece,Grey,453,0.27,616,Winter,Unisex,1.46,2024-01-15,15,Perfect fit and great quality.
P0188,Jacket,Cotton,Green,63,0.1,180,Winter,Male,1.05,2024-02-06,15,Excellent stitching and finish.
P0274,Sweatpants,Cotton,Green,290,0.1,387,Spring,Female,1.01,2024-04-19,9,"Comfortable fabric, however the color fades quickly."
P0152,Shorts,Polyester,Black,54,0.2,186,Fall,Unisex,1.43,2023-10-07,5,"It's okay, nothing special."
P0023,Hoodie,Polyester,Black,159,0.34,305,Winter,Female,1.48,2024-12-11,3,Great color but the stitching could be better.
P0264,T-Shirt,Cotton,Red,130,0.05,190,Fall,Unisex,1.32,2024-10-07,12,Perfect fit and great quality.
P0200,Hoodie,Polyester,White,124,0.11,176,Fall,Female,1.39,2023-10-18,12,Size runs smaller than expected.
P0208,Jacket,Fleece,Pink,108,0.21,287,Summer,Male,1.36,2023-06-02,6,The color is vibrant and attractive.
P0027,Hoodie,Wool,Yellow,435,0.25,523,Winter,Male,1.01,2023-01-13,5,"Comfortable fabric, however the color fades quickly."
P0053,Dress,Wool,Green,218,0.27,383,Fall,Unisex,1.39,2023-11-14,12,The color is vibrant and attractive.
P0006,Hoodie,Wool,Green,238,0.22,318,Spring,Female,1.0,2024-03-07,12,The fabric is soft and comfortable.
P0181,Dress,Cotton,Pink,220,0.05,335,Spring,Female,1.28,2024-05-31,9,Feels breathable and light.
P0102,Shorts,Cotton,Blue,139,0.02,205,Spring,Male,1.07,2024-03-27,3,Decent but could be better.
P0047,Sweatpants,Wool,Blue,81,0.05,192,Fall,Female,1.1,2023-11-20,6,Perfect fit and great quality.
P0226,Leggings,Cotton,Pink,199,0.16,351,Spring,Male,1.28,2023-05-13,11,Loved the design and comfort.
P0108,Jacket,Spandex,Pink,14,0.11,97,Fall,Female,1.04,2023-11-11,13,"It's okay, nothing special."
P0193,Hoodie,Polyester,White,199,0.24,369,Spring,Unisex,1.1,2023-04-10,3,Zipper broke after one use.
P0240,Leggings,Cotton,Pink,131,0.15,227,Spring,Male,1.25,2024-04-16,5,Decent but could be better.
P0041,Dress,Spandex,Yellow,150,0.29,280,Spring,Unisex,1.37,2024-03-21,15,Nice design but size mismatch was an issue.
P0208,Leggings,Fleece,Yellow,237,0.13,393,Winter,Female,1.29,2023-12-05,13,Fabric feels rough and uncomfortable.
P0121,Jacket,Polyester,Grey,75,0.33,120,Fall,Unisex,1.07,2023-09-28,8,Average quality for the price.
P0203,Leggings,Cotton,Pink,73,0.08,258,Winter,Female,1.29,2024-12-04,15,The fabric is soft and comfortable.
P0125,Shorts,Wool,Grey,283,0.07,332,Spring,Unisex,1.03,2023-04-01,3,My kid loves wearing this every day.
P0004,Dress,Cotton,Green,309,0.16,449,Summer,Male,1.04,2023-06-17,12,Average quality for the price.
P0251,Jacket,Fleece,White,61,0.21,182,Spring,Unisex,1.3,2023-05-28,7,Zipper broke after one use.
P0246,Jacket,Fleece,White,319,0.07,372,Summer,Female,1.07,2024-08-02,11,Loved the design and comfort.
P0096,Dress,Spandex,Green,33,0.2,175,Fall,Male,1.4,2023-11-26,5,Size runs smaller than expected.
P0236,Sweatpants,Spandex,Green,8,0.05,47,Fall,Male,1.32,2023-09-22,7,The fabric is soft and comfortable.
P0082,Jacket,Spandex,Pink,140,0.11,204,Fall,Male,1.27,2024-10-29,9,The fabric is soft and comfortable.
P0094,T-Shirt,Spandex,Blue,259,0.03,293,Fall,Unisex,1.23,2023-09-15,11,Great color but the stitching could be better.
P0217,Leggings,Fleece,White,21,0.07,175,Summer,Unisex,1.39,2023-06-29,4,The fabric is soft and comfortable.
P0109,Hoodie,Wool,Blue,64,0.19,199,Fall,Unisex,1.27,2024-09-11,15,Perfect fit and great quality.
P0005,Dress,Wool,Pink,191,0.12,315,Fall,Male,1.22,2023-11-25,3,Feels breathable and light.
P0176,Jacket,Wool,Red,186,0.19,249,Spring,Female,1.43,2024-03-29,7,Excellent stitching and finish.
P0036,Jacket,Spandex,White,310,0.29,509,Spring,Male,1.3,2023-05-08,5,My kid loves wearing this every day.
P0202,Dress,Polyester,White,215,0.23,264,Summer,Unisex,1.09,2023-08-07,10,My kid loves wearing this every day.
P0222,Shorts,Fleece,Green,215,0.09,340,Spring,Female,1.13,2024-05-19,8,The fabric is soft and comfortable.
P0105,T-Shirt,Wool,Red,113,0.11,277,Winter,Female,1.09,2024-02-12,7,Nice design but size mismatch was an issue.
P0245,T-Shirt,Wool,Red,96,0.29,165,Summer,Unisex,1.16,2023-08-01,10,The fabric is soft and comfortable.
P0194,Dress,Cotton,Pink,50,0.26,81,Fall,Female,1.35,2024-09-21,10,Perfect fit and great quality.
P0156,Jacket,Polyester,Blue,269,0.32,366,Winter,Unisex,1.18,2023-02-08,4,Excellent stitching and finish.
P0153,Shorts,Cotton,Green,200,0.07,293,Spring,Female,1.39,2024-05-22,8,Excellent stitching and finish.
P0223,Sweatpants,Polyester,Green,347,0.21,497,Spring,Female,1.32,2024-03-14,5,Feels breathable and light.
P0292,T-Shirt,Wool,Green,383,0.12,445,Winter,Male,1.3,2023-01-15,6,The color is vibrant and attractive.
P0098,Dress,Spandex,Pink,284,0.2,320,Fall,Female,1.02,2024-10-11,15,Color fades after a few washes.
P0211,Shorts,Cotton,Black,434,0.04,514,Summer,Female,1.09,2024-08-10,3,Perfect fit and great quality.
P0249,Shorts,Spandex,White,303,0.06,357,Spring,Unisex,1.32,2023-04-17,6,Nice design but size mismatch was an issue.
P0293,Shorts,Wool,Black,27,0.34,135,Fall,Male,1.06,2024-09-04,7,Excellent stitching and finish.
P0260,Sweatpants,Cotton,Pink,241,0.11,282,Fall,Male,1.21,2023-11-18,3,Fabric feels rough and uncomfortable.
P0107,Jacket,Wool,Yellow,332,0.27,460,Fall,Male,1.15,2023-10-31,8,Excellent stitching and finish.
